AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,DeviceRegistered,ViewingHoursPerWeek,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,WatchlistSize
75,14.292048419654876,1071.903631474116,1,3,28.883298790008578,27,1.4373851125427644,6,16
36,8.806937124341946,317.04973647631004,0,1,24.628033427036662,4,1.660393495220938,0,5
43,12.61922112547544,542.6265083954439,0,3,9.874425633408766,27,3.89119152389087,6,1
108,5.446810778574687,588.2555640860662,2,2,35.04520240743101,16,1.5748543407555355,5,21
17,14.694303455753976,249.8031587478176,1,1,23.358412253445675,34,2.4808484146830336,0,0
51,11.213205419836545,571.8734764116637,1,1,5.628863320276731,9,2.885171026389249,1,16
71,11.994672612162963,851.6217554635705,1,3,16.80697228621637,8,2.6571530062842825,5,20
87,13.2769483310291,1155.0945047995317,0,0,4.927035430048036,34,2.576138995126392,1,0
106,7.905668446594081,838.0008553389727,1,0,34.19779998233505,6,1.0473990410079963,6,7
56,10.053584755454846,563.0007463054714,0,2,29.451674952490936,10,1.994531444125895,4,8
29,17.141430545588968,497.10148582208006,2,1,26.88406813029091,31,4.865008873258796,3,13
91,18.35486683464307,1670.292881952519,2,1,38.23753210603308,41,1.324308241799765,1,20
113,18.870318274955395,2132.3459650699597,2,0,32.22522506200212,48,4.849520579897119,5,10
11,10.933447670626665,120.26792437689328,0,2,33.50787949117304,35,2.1074666558744086,8,14
84,7.528904876874753,632.4280096574793,1,1,26.734194645691176,33,1.9518346106875732,9,12
16,7.862177827837439,125.79484524539902,1,2,25.893749903611493,39,1.4080150807959386,2,14
71,12.358138588758182,877.4278398018309,1,2,4.812189699627141,17,1.3635545810015437,2,13
81,14.44095632650224,1169.7174624466816,1,0,32.429260594055094,18,3.391159862052658,2,7
22,19.85343234137707,436.77551151029553,0,3,22.670457566661664,17,1.499329554857876,4,0
110,14.506322744036613,1595.6955018440274,1,1,25.8831949303472,16,1.595499496742927,9,10
107,11.101425912538044,1187.8525726415708,2,0,27.011558370923495,6,4.875684138989039,0,23
37,7.285789873944946,269.574225335963,0,1,2.2761086464846607,9,3.4924009146245245,1,18
72,18.985769002087583,1366.9753681503062,0,3,27.52461321929804,0,4.066478480532526,8,3
82,19.08423699507459,1564.9074335961163,0,3,29.15927856347084,27,4.084534570535135,5,6
13,17.335114296001443,225.35648584801876,1,2,3.122122604998361,41,4.3574334599559155,7,7
23,11.4441988627346,263.21657384289574,1,3,18.55333371724363,48,2.9620069896137875,9,22
106,10.536766642664327,1116.8972641224188,2,0,37.54794284531092,22,2.8034423051381325,3,7
27,12.598799685124394,340.16759149835866,1,3,30.01341278858422,39,4.6849927557192,2,11
50,8.82081409243444,441.04070462172194,0,2,36.90550826542753,22,4.7304723152415455,6,18
93,11.04498095940158,1027.183229224347,2,2,22.738745128438364,42,1.9062362111587736,3,16
6,14.792196670284836,88.75318002170901,0,3,10.181968044871962,33,3.6211817626080967,4,9
52,17.947864654099945,933.2889620131972,0,3,38.45724699163033,12,3.047132324808484,8,4
35,8.532624860365305,298.6418701127857,0,0,34.2834114156977,8,1.229937431282606,3,20
86,8.4137514556268,723.5826251839048,2,0,34.65721419855069,30,1.1385148575061583,7,13
108,9.214490957331536,995.1650233918058,1,2,10.919937010720547,10,3.3340567323744854,5,4
45,17.534301682816874,789.0435757267594,0,1,18.48640392874887,45,4.407757249656996,7,13
65,5.896528977940997,383.2743835661648,1,3,2.6027383107090856,1,3.259848584402554,8,19
22,10.043801826058196,220.9636401732803,1,1,16.541943675041036,16,4.204527090838097,1,24
3,12.630904158337676,37.89271247501303,0,2,18.410381257920072,11,4.553114805723839,1,3
86,16.865422549005544,1450.426339214477,2,1,22.05982529822676,12,1.5397205919363155,3,7
49,5.967302656014987,292.39783014473437,1,1,14.74621180396436,22,3.307610420919296,9,15
84,16.60947765374396,1395.1961229144924,1,2,19.601278654421673,11,4.22004775702486,4,23
119,14.498753538813974,1725.351671118863,2,0,5.36255285446081,33,4.129882598778186,4,18
94,13.630690151129343,1281.2848742061583,2,3,33.99822704337378,46,4.2250349744158555,6,0
99,16.613861964593784,1644.772334494785,2,0,38.17119223769449,36,1.3267201792360988,5,4
65,19.635955541339953,1276.3371101870969,1,0,20.814835268902513,9,1.1795083224037932,4,3
93,12.826177976169104,1192.8345517837267,0,2,37.02571074564325,10,3.552566604975011,4,17
110,9.063228752939931,996.9551628233924,2,2,20.640717094892388,47,3.9734723132291583,2,20
36,13.204429333507434,475.3594560062677,2,3,24.281212682305704,3,3.667419614152034,7,7
53,16.289820394682273,863.3604809181605,2,3,35.253483420276176,11,2.1834749123559947,5,24
82,9.236695362249186,757.4090197044333,0,0,22.711532716042345,44,2.029546829204396,0,23
3,7.848265475136291,23.544796425408872,2,1,15.23225146251809,48,4.768556733798747,4,5
46,9.535646714727111,438.6397488774471,1,3,24.734530942824527,43,3.487483318797491,5,17
61,17.845866703922447,1088.5978689392691,2,0,6.380534285991691,16,4.729969511898773,1,16
30,11.477981849188431,344.3394554756529,1,2,34.73758278305095,23,3.073131688726343,1,0
41,8.727743994923143,357.83750379184886,0,2,7.566297100618775,14,3.301889482990801,6,20
117,16.181491649152008,1893.234522950785,2,1,4.409644257008496,0,4.691454122987725,3,20
55,18.157975192601175,998.6886355930646,2,1,16.786453662323844,45,3.322531712687568,5,0
29,13.004599826342712,377.13339496393866,2,0,24.882250200005025,41,2.4821081424443197,9,15
19,19.69862125196615,374.2738037873568,0,1,38.45097726125283,41,2.461642637078993,5,12
7,5.312806044427014,37.1896423109891,1,1,32.271208993215154,5,1.2675991884986626,6,7
16,17.043074265872203,272.68918825395525,1,2,35.5938725802935,34,1.7657154725055229,8,4
30,7.303225147527675,219.09675442583023,0,2,1.9930656499605817,1,4.330734983648645,6,8
39,18.984815519543037,740.4078052621785,0,2,2.05937051187428,47,2.265727453571506,0,13
26,5.770716292118594,150.03862359508346,0,0,37.43370459662913,6,1.5929959445453084,9,12
118,8.531139629249795,1006.6744762514758,1,0,37.24110747248929,41,3.608618751178478,9,15
25,14.980090470421796,374.50226176054485,2,0,1.0470528067785407,9,4.765973605852917,8,2
87,10.94773711581124,952.453129075578,1,3,26.380984248732418,16,4.590886885810035,4,9
40,8.660732222773278,346.4292889109311,2,0,30.027001759633254,4,3.4051389886271552,8,11
27,19.271466222995414,520.3295880208761,1,1,14.230152060246866,41,2.376829396793733,7,24
35,16.951376435048672,593.2981752267035,1,1,14.076111409554706,23,4.495056011268048,9,17
22,5.165784633876364,113.64726194528,1,3,34.47109899333464,41,1.0456516093199748,9,24
1,18.344044538639373,18.344044538639373,2,3,27.427149971202084,5,1.193318393347068,5,0
91,19.72245058863227,1794.7430035655368,2,0,10.413097750203177,39,1.725548924616299,8,24
105,5.738731045317327,602.5667597583193,2,2,27.815243185740872,27,2.907496631658806,2,8
62,17.77584631409887,1102.10247147413,0,1,6.274602558531128,8,2.7679407988990725,0,6
115,16.77404098900918,1929.0147137360557,0,2,8.20745660483422,38,3.5856087683418942,3,3
37,17.192971271972304,636.1399370629753,1,2,3.929423880911266,32,2.5064276519911317,5,19
93,6.202503150806436,576.8327930249985,0,0,24.227045616143982,17,3.669407443266292,2,22
14,18.551037436844226,259.71452411581913,0,1,32.102138046070436,47,4.706010674893737,7,8
29,5.138510267003431,149.0167977430995,0,1,11.410676578475869,38,3.730962523111263,1,4
46,18.980715739004545,873.112923994209,1,3,33.73088764977203,14,1.5576069115848972,9,14
30,8.540633409701792,256.21900229105376,0,1,25.92631279710238,32,2.9465090492959547,3,10
19,10.70909132254583,203.4727351283708,0,1,4.6953946779270845,22,3.1445433101270175,0,15
62,18.800831959318877,1165.6515814777704,2,3,2.352060548194436,12,3.741083588491014,3,18
114,15.265161649703588,1740.228428066209,1,2,37.98910409484976,25,2.907585913166491,7,20
51,5.587364621190829,284.9555956807323,1,3,16.300900029525643,2,2.6945269959283964,4,0
103,5.801837328630862,597.5892448489788,1,2,5.096122837914384,12,4.25961805131155,9,15
117,13.089391108464378,1531.4587596903325,0,2,22.593455164118893,41,2.774570141013051,3,18
60,19.88431390841447,1193.0588345048682,0,0,29.6000576226249,23,2.6532268613340655,5,1
5,9.22113174409947,46.105658720497345,2,1,27.446317606548043,21,3.205582661960093,6,14
102,5.008044881626096,510.82057792586176,1,0,6.64956073393164,46,2.1108853863155703,3,11
59,18.277321364506644,1078.361960505892,2,1,21.382108253247175,39,2.252155001298117,2,0
66,14.778225912317176,975.3629102129336,0,3,8.50104100451677,18,2.040589103159001,5,12
19,15.21191826030798,289.0264469458516,2,3,24.53669107491531,42,2.6041748038718855,3,4
87,18.520479959834844,1611.2817565056314,1,2,38.07107937588727,7,1.5295877514125429,3,12
78,16.44405310131588,1282.6361419026389,1,1,27.504438544607353,42,4.827143651308473,3,10
30,13.75468524926132,412.6405574778396,0,0,14.605072209057267,30,1.5199218371218262,1,17
90,9.887687482818087,889.8918734536279,0,3,37.55670142548521,46,2.804367992434179,4,19
39,7.324544340578921,285.65722928257793,2,1,39.584426025951025,16,4.179411598414419,9,2
71,16.649528484498745,1182.116522399411,0,0,11.850144395186264,2,4.470466968713527,9,0
38,6.4185194912085795,243.903740665926,0,1,2.172835262073937,8,4.125093389604974,1,6
38,8.203380476861923,311.7284581207531,0,0,23.987406235033102,45,3.1579671721615252,5,20
62,7.085910636365683,439.3264594546723,0,1,24.131994231984628,31,2.632408688453316,0,9
17,11.48963860486445,195.32385628269563,0,0,26.07132094749401,19,1.029763262721155,4,16
37,17.449621376926416,645.6359909462774,2,0,15.296166309923942,8,4.381967696519432,8,16
14,14.304554698954863,200.2637657853681,1,0,22.24495862796547,32,1.5895790266487877,8,20
85,5.711091084187733,485.4427421559573,2,3,23.198536339590778,46,3.459494703261222,6,7
24,12.828955649170052,307.8949355800812,0,2,18.013817417021208,18,1.675923699275636,9,16
32,5.4340882669904875,173.8908245436956,2,2,22.508395104452593,5,2.5467915492511155,8,5
68,7.734541340877291,525.9488111796558,2,2,11.850647698321232,17,2.600168758835875,1,19
28,11.437298716063385,320.2443640497748,1,1,3.2687615495184614,45,3.776969052275346,5,9
28,8.395204610467275,235.0657290930837,1,0,10.425427967019582,34,3.7983773137045738,8,15
64,14.918567826399398,954.7883408895616,2,0,31.97703226632847,1,4.708296028073859,7,2
6,11.770286743212566,70.6217204592754,1,1,19.90731802071224,44,1.2272088365560707,8,3
74,12.959023010952723,958.9677028105016,2,2,8.131320113541307,15,3.5131781522480083,2,1
9,10.58406998809406,95.25662989284656,1,2,6.291478704387752,46,4.164057304015379,0,21
7,6.4397621896087465,45.07833532726123,2,1,30.277958334026284,19,1.1880981218675006,6,20
93,13.627768967468272,1267.3825139745493,2,1,6.34776445127872,28,2.479717920932489,9,10
9,13.491705708333596,121.42535137500236,1,3,24.52959247701889,48,2.484327125940546,7,23
73,19.825541018839925,1447.2644943753146,1,0,20.298609825650633,15,2.874051644144448,8,21
83,5.7961237916502615,481.0782747069717,1,1,6.8262427762520375,6,1.059702367136509,7,10
25,6.482808628403905,162.07021571009764,0,3,32.998690752183585,45,3.55539524652686,0,17
67,11.97263212189686,802.1663521670897,0,1,35.49920126252015,4,3.7583235019960144,1,24
1,6.76731180043399,6.76731180043399,1,0,13.511236905179125,8,4.552742220056196,9,11
18,9.02680460778938,162.48248294020885,1,0,28.473613802939685,44,3.816717584669065,7,8
16,13.719982197428909,219.5197151588625,0,0,11.64071603961744,28,1.7933117157009466,9,12
74,15.09209642689082,1116.8151355899208,1,3,9.540830573769346,33,3.585491982910252,9,13
45,8.427466689423985,379.2360010240793,0,3,6.292839515154371,16,2.895805241795756,1,15
3,11.584343009392846,34.75302902817854,0,2,33.12710058663823,15,2.4908360942908097,0,6
25,7.839802526472994,195.99506316182485,1,0,36.2717561498482,45,3.41483535869912,0,8
12,19.550234591106083,234.602815093273,1,0,12.58104787643639,16,2.458070303562627,8,6
89,8.525359112139931,758.7569609804539,1,3,36.34994225786728,29,1.7783612302746268,1,22
24,8.651713607461275,207.6411265790706,2,2,32.331501863903696,6,4.201812726517735,9,12
92,5.937097449960636,546.2129653963785,2,3,39.14947870276649,21,2.233500900551795,1,14
108,19.713833819402467,2129.0940524954663,2,1,8.335404876062324,23,4.149061313594522,2,23
109,12.771695096584384,1392.114765527698,2,3,16.564553898773198,3,4.041772315210464,0,7
90,14.78288899316493,1330.4600093848435,1,3,39.35839663931684,7,4.579563319243664,2,9
35,19.152708008743794,670.3447803060328,1,3,10.809594606402378,8,1.4842875030984573,6,8
65,5.4296053540497144,352.92434801323145,2,1,13.701708008601653,42,4.94426056589033,2,11
13,8.335887648008624,108.36653942411212,1,2,16.16139177267582,1,4.1278646419261635,8,17
100,9.2742882598269,927.42882598269,2,0,33.80171219907816,44,3.676203371104747,6,6
105,5.767692566736731,605.6077195073567,2,1,2.093638444263658,40,4.703096505574181,2,1
19,12.72022761806355,241.68432474320744,2,1,5.149031856919612,38,4.099621757802748,4,21
16,5.133639816636176,82.13823706617882,2,1,39.48374219542111,6,1.5091551265440248,1,11
53,15.305649160208178,811.1994054910334,0,1,26.50596739975965,46,3.3630314933029286,3,18
29,9.762368503163373,283.10868659173775,1,0,31.21534308897167,31,4.785563090750417,0,2
76,18.749943009793206,1424.9956687442836,1,0,37.307124486262744,22,4.39785627891304,7,2
67,9.949679617949345,666.628534402606,2,0,10.35494392791016,1,1.390665981074363,8,10
28,9.012725959525552,252.35632686671545,1,2,37.50024666825222,17,1.175275836604023,1,3
67,18.314465569548094,1227.0691931597223,1,0,7.686707479768889,4,2.8032377065145804,2,17
26,11.391104059991893,296.1687055597892,0,2,38.21440396158954,35,2.2810457047024957,9,18
92,8.994110300418269,827.4581476384808,1,1,33.39674241271486,9,1.068309583568781,7,21
43,10.372752740713324,446.0283678506729,1,2,25.75001052038849,33,4.740415177733995,6,5
87,9.563657713043993,832.0382210348272,0,0,4.723917780481842,25,4.819168029957478,6,8
13,7.693894622894297,100.02063009762588,0,2,36.994649608555626,6,1.3661228954258924,2,8
116,11.738203757523538,1361.6316358727304,1,3,24.732218324394456,45,4.637421802161008,1,3
56,12.113933531948174,678.3802777890977,2,0,34.30303229199826,16,3.2207509630570623,8,17
72,18.48061310813207,1330.604143785509,1,0,34.44507352661621,42,4.3699144059678545,8,17
101,15.994836560674216,1615.478492628096,2,1,12.631442273798502,48,1.5851380925533372,2,10
16,14.637097031187045,234.19355249899272,2,3,5.897965702331271,45,3.893869793527472,8,12
46,11.313612513416832,520.4261756171743,0,3,18.49019022946013,11,3.197125671050186,7,2
90,5.29798939126858,476.81904521417215,2,0,5.155666096282101,31,1.1820292203086802,4,2
51,18.554059986382494,946.2570593055074,1,1,25.878562415129707,27,1.2881163495585382,9,22
108,18.661168599169773,2015.4062087103357,0,3,3.4791647006312916,31,4.634021856621113,3,22
66,13.422609285479512,885.8922128416478,0,2,39.887724054618864,1,3.8388071318326378,8,21
87,14.254775570425586,1240.165474627026,2,3,27.561938713995943,24,2.2514777713154546,7,17
64,6.484154371273455,414.9858797615011,0,2,28.87563544161665,36,3.3199753788393065,8,14
12,11.835753690846804,142.02904429016166,1,1,24.050604817716724,8,4.577651247328902,8,15
23,15.178598389554622,349.1077629597563,2,2,21.698364318016587,2,4.373205816460713,1,7
73,14.481201780641504,1057.1277299868298,1,2,20.756472329949865,49,2.7118485553054654,1,4
114,17.883293934294237,2038.695508509543,0,0,3.378176240652848,22,1.0759972085141736,1,12
32,8.04812688406081,257.5400602899459,1,0,34.68823516579877,16,3.922441255662497,6,22
23,6.369580649492917,146.5003549383371,1,3,28.784733330977463,43,3.1135738710924814,8,11
52,7.836559368259076,407.501087149472,1,0,31.81227178346816,46,3.200425019585581,2,18
11,10.0633439058868,110.6967829647548,1,1,34.96402713300695,29,4.796084218518931,1,9
30,13.636020299929813,409.08060899789433,0,2,29.01849243601618,26,4.664090999731504,5,8
41,11.128680589237009,456.27590415871737,1,1,2.2692496216423494,21,1.7540325889675037,8,5
29,6.209675085422609,180.08057747725567,1,0,19.155797958735594,22,2.956984801704377,8,21
90,7.741081704508735,696.6973534057862,2,0,12.007660458173332,49,4.69719984383194,8,16
85,10.859499674326596,923.0574723177608,0,3,9.273389718069842,9,1.9971175343540952,1,16
85,14.248498431086578,1211.122366642359,0,3,2.636591480162869,5,1.1034582391044707,6,1
42,16.27246828111486,683.4436678068241,1,2,20.091980063932105,44,3.5946449864394765,4,21
49,18.872567235588058,924.7557945438148,1,2,3.54376163844624,13,2.6668049489130103,0,1
92,13.941729976971326,1282.639157881362,2,1,30.898283018950178,20,3.8115345181360905,0,8
32,17.931285665391243,573.8011412925198,2,0,16.8181917799496,8,1.4729170822446642,2,16
91,18.087020249431266,1645.9188426982448,0,2,35.88565528457253,46,2.761518121876662,5,24
46,6.830143293495735,314.1865915008038,1,2,36.643533776379506,18,4.763800085431405,5,7
12,10.67995402475257,128.15944829703085,1,1,7.195912694652873,9,4.871904474272098,5,19
92,13.165080415615254,1211.1873982366033,1,1,26.336932155004213,43,1.667879259660516,6,4
11,19.53042444635082,214.83466890985903,2,2,9.88234387604928,43,3.7125680485733112,3,21
110,11.94956387930825,1314.4520267239077,1,0,8.932006369166196,41,3.5886615388573997,1,2
22,18.114493714711656,398.5188617236564,1,3,11.77620931554499,21,2.9238675045002505,8,12
42,17.66564757692177,741.9571982307143,1,3,5.135774396999772,29,4.265692760429472,7,7
61,17.542219416541016,1070.075384409002,0,3,34.22823904980172,2,3.682330548617061,6,4
113,9.926042373202533,1121.6427881718862,1,3,13.029159580799986,18,1.811186969108051,9,15
118,10.726094622756357,1265.67916548525,1,1,37.39798186100289,30,4.181394269427919,8,18
66,17.491254211487757,1154.422777958192,0,0,29.528275953044325,25,4.237998314340976,0,16
49,15.40345868202592,754.7694754192701,2,2,15.998171132622469,35,2.3782277811138717,8,20
101,6.3682303547019234,643.1912658248942,1,1,33.072327651486,44,4.278791209472303,6,1
115,15.022450073472587,1727.5817584493475,0,2,18.06442702763612,45,4.262636450381713,3,19
93,6.930878925949408,644.5717401132949,0,3,12.945343831473856,45,4.921372887104232,6,1
114,16.85177676045111,1921.1025506914264,2,3,29.31327430560357,3,1.137944718664207,0,16
40,9.034002909835763,361.3601163934306,1,1,23.525476109594972,11,3.2810299391408058,1,17
19,8.561885558829237,162.67582561775552,1,2,35.05815086919359,36,3.082974524499501,1,7
18,10.732383419458207,193.18290155024775,2,0,39.32066693962241,30,1.7849666218882057,1,2
41,16.978195684677853,696.106023071792,0,1,13.148095582558357,48,3.235226262842305,1,0
112,8.407001125956615,941.584126107141,2,0,13.971023765709614,45,4.364948143711812,2,9
112,12.013562161341422,1345.5189620702392,0,3,5.996882882348453,23,3.9239063512882537,7,19
86,19.091099361896735,1641.8345451231194,0,0,24.96174867417526,26,1.11590027321215,7,15
16,12.951970453698571,207.2315272591771,2,2,1.6990555525057984,6,4.843081832449913,0,17
86,14.04821751441565,1208.146706239746,2,0,11.486644575481062,35,2.767564154962153,2,5
116,7.739716371305372,897.8070990714232,1,1,4.52235234253058,34,2.2112762320831245,2,18
45,8.859772734270456,398.6897730421705,2,1,7.467649608434581,24,4.032687021377561,4,18
14,17.70174670789809,247.82445391057323,1,3,18.88012782185618,37,2.961558691363114,0,1
9,19.908713051762714,179.1784174658644,2,1,26.425281325737274,18,4.247406836445716,8,8
111,15.435325461991177,1713.3211262810205,0,2,23.90324110978234,42,4.866223362122626,8,5
98,9.550889741789696,935.9871946953904,1,2,18.4420446642694,15,2.431007802734518,7,5
118,12.669740767507196,1495.0294105658493,0,1,12.764066221522503,26,3.050911218612728,4,18
102,8.12688155959166,828.9419190783492,1,3,32.50397842898018,4,1.7074885020596988,1,16
116,10.720834158208918,1243.6167623522344,0,1,39.56899378142245,24,1.1625226539897224,5,14
76,18.510150230403607,1406.7714175106742,2,2,35.58953814188173,24,2.7712520534096363,1,7
29,9.553270851413895,277.04485469100297,0,2,21.451062346005173,36,4.910887586981072,5,11
12,7.7448797906089935,92.93855748730792,1,1,23.45533934995584,44,2.7009763658952357,3,3
119,10.190087735326912,1212.6204405039025,0,3,34.26863652251522,11,2.925384460684267,9,0
76,9.832628060283511,747.2797325815468,0,2,6.12746138933198,26,2.54366307785959,6,24
68,11.941901154301728,812.0492784925174,0,0,32.28551764413127,45,4.972987911645688,3,9
9,13.198450376815606,118.78605339134045,0,1,20.949605623899473,10,2.010586257646853,6,9
53,17.48014149319605,926.4474991393909,0,3,28.75350806473317,26,4.0192064708900315,2,12
17,16.51515707214743,280.7576702265063,2,3,9.963056104072828,34,3.759833218854256,1,1
105,16.100418927256765,1690.5439873619605,2,0,27.636909384862705,35,1.945662390995421,5,17
46,15.544788381645644,715.0602655556997,1,2,14.68477074490775,23,3.0644815696215137,8,13
96,13.7861727027912,1323.4725794679553,2,0,13.476303298887428,4,2.323697733522583,9,21
78,7.9588595265115565,620.7910430679015,0,2,35.71793324107582,47,1.9506278193295696,0,15
54,12.750299806940577,688.516189574791,2,3,24.65173395366464,34,2.2257994629607665,7,1
67,11.411258011777884,764.5542867891184,0,2,23.34894095566437,8,4.317750619806933,2,4
41,16.341636855350895,670.0071110693867,1,1,39.72448829461164,30,3.9471813350959626,1,19
107,12.623991716259134,1350.7671136397273,2,3,18.839739666429477,38,4.008681938826616,3,9
60,5.744813369569497,344.68880217416984,0,0,39.46769976107923,42,2.677829640851758,4,24
114,15.794847995349295,1800.6126714698196,2,1,13.594026432789349,43,2.048153961403672,7,5
6,8.538813916491637,51.232883498949825,1,1,26.15475015259089,22,3.70838783826396,7,12
90,16.79078222861741,1511.1704005755669,1,2,20.76894365673503,43,4.800376041269958,2,4
118,9.440793964002223,1114.0136877522625,0,2,6.729440714858169,46,2.391023573848027,1,18
109,13.23451766268007,1442.5624252321277,1,1,5.536295613904143,10,2.2668657987329164,2,12
71,17.51883793281496,1243.8374932298625,1,3,6.257334280616876,24,3.7564741635533943,9,0
98,6.850434678736242,671.3425985161517,0,2,29.69705364933173,12,1.5981994743171724,9,8
40,5.9354058855964835,237.41623542385935,2,0,3.890487969402898,7,2.324878623874392,2,22
10,8.89519412845996,88.9519412845996,1,3,34.797484910551866,43,2.43692824959905,1,6
34,12.114497241668625,411.8929062167332,0,1,3.965537539793099,4,3.217049253816063,2,7
50,15.27081991642586,763.540995821293,2,3,36.355057726281565,43,1.1303084997874815,5,16
52,11.325705335880295,588.9366774657755,1,0,26.643918784149683,2,1.3432691593256672,5,7
34,19.67090373831458,668.8107271026956,1,0,16.995409230716653,36,1.2504677524293717,7,18
13,10.329108671372222,134.27841272783888,2,0,10.656212820546829,6,2.311012191886485,3,3
34,9.636922907705562,327.6553788619891,1,2,35.48856324008521,3,1.7201549942724532,6,8
114,13.10280502792317,1493.7197731832414,0,2,19.356042786915193,0,2.5833440894803537,0,7
109,18.98676795211791,2069.557706780852,2,1,12.465494731507391,20,3.9859349703729454,0,21
36,5.365600035259249,193.16160126933295,1,3,6.889951864476248,49,1.515477081913223,9,17
108,19.3362692037702,2088.317074007182,0,2,6.533697695489152,28,4.955131719252889,2,12
38,8.37438703180794,318.2267072087017,0,2,12.109167167448389,4,1.6432679005440205,2,7
43,7.512775520099653,323.0493473642851,1,1,9.817726785316804,11,1.8964671966117184,2,3
6,11.360819580502774,68.16491748301664,2,2,38.75627250837705,41,1.2921042036278805,6,4
50,16.816186546686914,840.8093273343458,1,3,39.75295208553539,49,4.186113760529588,6,1
97,5.4910503895216785,532.6318877836028,0,1,3.441098487697272,30,4.916890347880662,2,11
95,17.77170981503373,1688.3124324282044,2,0,31.534283303823848,43,1.9904889715043388,8,11
111,7.617607978329412,845.5544855945647,1,2,30.05078323796956,40,3.1010425474680265,1,11
100,10.929326176582382,1092.9326176582383,0,1,10.1626320425356,43,3.416816607612164,6,14
28,7.353930247159223,205.91004692045823,1,3,35.40432205912577,42,1.873194293180937,4,4
25,17.26818844514851,431.70471112871274,1,3,24.492147787128197,12,3.909096869323488,6,4
69,18.96367628245975,1308.4936634897228,1,0,30.342694015258967,5,2.21351566847407,4,16
25,9.19714045135926,229.9285112839815,1,0,25.942105413356774,45,2.644320816715735,9,19
30,19.757301520546314,592.7190456163894,0,0,2.3111728397458,5,4.92976818521989,4,19
31,8.924704491324292,276.66583923105304,2,0,18.40780586086871,16,4.757364143818672,9,1
23,11.610996733371806,267.05292486755155,1,0,9.449899787379502,14,2.8243507937919903,9,13
119,15.455906018674373,1839.2528162222504,1,0,1.9935891659284408,39,1.1824620255278444,3,5
20,13.045523298018477,260.9104659603695,1,1,1.1057265680247,45,3.17383032679564,0,5
11,13.745604759445362,151.201652353899,1,3,32.5313300909166,39,2.553979243075552,2,17
119,5.601647597589467,666.5960641131466,2,2,37.20167426046632,23,2.339736454324258,4,15
39,14.45708981377347,563.8265027371654,1,0,12.040966396237277,4,4.784841946404946,4,21
110,6.740829754531821,741.4912729985003,2,3,17.210643205675893,39,1.3933985701488436,0,0
89,12.86424639413609,1144.917929078112,2,0,20.732205479862895,16,1.859729133090712,7,10
56,18.28557374897231,1023.9921299424494,1,1,21.496404589958917,44,2.723809939860293,8,21
31,12.630075473803029,391.5323396878939,0,0,36.54792006533429,44,3.2465729361090374,0,21
97,16.60532968495446,1610.7169794405825,1,0,28.262483688540396,4,1.472301730216537,7,10
18,17.86889537476631,321.6401167457936,1,1,14.254313781630207,31,3.339016506295935,6,6
65,7.907644087444655,513.9968656839026,0,3,23.382540363494904,26,3.670432879966205,9,21
95,6.5235336086190525,619.73569281881,2,0,29.92632205262267,28,2.0475297686394645,5,22
103,16.84440481683812,1734.9736961343265,1,1,24.456829022610467,11,2.837097904701294,7,20
1,15.929606492428285,15.929606492428285,0,3,9.736635604419222,41,2.6213134155292517,9,2
9,17.553947583384,157.985528250456,0,0,6.2878813068628245,8,2.8721783462050734,9,18
47,14.139181324946662,664.5415222724931,2,0,27.90237952843827,17,3.905053748103853,2,13
80,17.27612098753001,1382.0896790024008,0,3,22.59067972993364,38,2.7422620320663795,9,8
82,14.459306002969225,1185.6630922434765,0,1,27.791444510950736,46,4.190357582540416,6,11
79,8.36977221940586,661.212005333063,0,2,37.13730877810691,34,3.923649364320415,8,0
78,10.538640700117112,822.0139746091347,1,2,14.87249136262032,7,2.755501144622869,7,19
35,12.359308946040944,432.57581311143304,2,2,18.736691452836304,40,2.024680980539966,9,5
4,18.368969205876013,73.47587682350405,2,2,30.5302594767287,4,4.853568312715627,1,9
114,13.29880285298013,1516.0635252397346,2,1,22.304160131887,13,2.1377305382852367,3,17
112,10.595636158666387,1186.7112497706353,0,1,19.251414743087505,40,1.951997615946627,7,24
4,17.490365288051027,69.96146115220411,1,3,37.91904001953418,44,4.841772397346382,7,8
39,5.224560640234005,203.7578649691262,1,0,25.82902959845452,48,4.391186878889037,0,3
59,5.554795626469732,327.7329419617142,0,0,37.990761155938415,14,3.750715366929686,3,13
67,9.459377963330656,633.778323543154,1,3,38.25336252916087,32,3.8076588914195617,2,16
6,14.052201187897644,84.31320712738587,1,2,17.961987791364155,14,1.0368444590213777,3,13
114,18.60069357953898,2120.4790680674437,0,2,36.34186763235781,0,3.035862261957538,9,23
61,10.097538932146453,615.9498748609336,2,2,15.636926769469468,46,2.7555223584981388,9,7
74,9.808220352775994,725.8083061054235,0,1,21.066194165988563,28,4.151786988647073,2,6
81,17.15694357943154,1389.7124299339548,1,1,34.94812561988258,36,4.107681274965708,6,12
11,5.226503127212996,57.49153439934295,1,1,21.516224789475256,37,2.96396823968941,6,14
9,7.988915378284405,71.90023840455964,0,2,21.662133334190113,0,4.411987369608524,2,7
22,19.52922846903404,429.64302631874887,2,1,6.885983183776538,1,1.1787591298900817,2,17
101,17.00855737658605,1717.8642950351912,2,2,35.849103264167425,24,4.424857091344325,9,3
